gene,SRR11426824,SRR11426825,SRR11426826,SRR11426821,SRR11426822,SRR11426823
1915,4013,4908,4366,4100,3580,3648
191585,0,0,0,0,0,0
1917,11495,11059,11897,6738,6564,6027
192111,623,742,722,238,180,140
192134,0,0,0,0,0,0
192286,963,883,973,596,608,620
192666,0,0,0,5,1,0
192668,5,9,9,2,3,2
192669,300,278,320,125,91,119
192670,412,413,360,80,64,62
192683,198,211,208,50,39,41
1933,1516,1578,1670,2165,2024,1977
1936,7935,7165,7826,4323,4639,4291
193629,2,0,0,3,1,1
1937,7650,9340,9262,6197,6089,6147
1938,21776,23426,25743,10961,8749,8914
1939,0,1,1,0,0,0
1942,1133,1268,1455,587,447,457
1943,22,21,24,104,111,106
1944,161,209,202,22,16,13
1945,138,125,145,12,7,8
1946,1092,1210,1097,93,107,99
1947,177,193,187,59,56,53
1948,47,58,31,123,105,122
1949,109,124,127,81,81,61
1950,2,0,1,11,9,4
1951,567,604,635,357,204,240
1952,554,673,626,200,145,142
1953,443,467,417,98,68,64
1954,441,407,455,130,101,101
1955,212,232,259,141,90,110
1956,1326,1623,1496,618,327,364
1958,2056,2232,2107,2114,1748,1852
195814,0,0,0,1,1,2
195827,172,237,197,44,29,33
195828,431,446,403,143,100,90
1959,0,0,3,28,27,36
196,151,164,158,98,82,84
1960,1,1,1,39,31,34
196047,0,0,0,0,0,1
196051,0,0,0,0,0,0
196074,337,264,232,37,36,42
1961,27,15,26,113,113,141
1962,105,119,103,24,37,21
196264,0,0,0,0,0,0
196294,79,111,105,49,44,45
196335,3,0,0,0,0,0
196374,0,0,2,2,0,2
196383,183,202,219,76,96,62
196385,0,1,1,22,13,20
196394,268,238,222,97,89,107
1964,694,667,654,203,189,195
196403,224,228,226,149,147,116
196410,4,11,7,8,5,6
196415,0,0,1,18,10,24
196441,970,929,831,208,191,164
196463,274,308,316,135,112,106
196472,0,0,0,0,0,0
196475,0,0,0,0,0,0
196477,0,0,0,0,0,0
196483,81,110,111,13,15,12
1965,2413,2550,2317,732,701,645
196500,290,361,348,164,150,138
196513,162,180,176,43,30,35
196527,2070,2352,2077,888,657,664
196528,1079,1061,912,291,265,290
196541,0,0,0,26,23,11
196549,424,418,411,192,211,218
1967,711,719,739,204,193,203
196740,1,0,0,0,0,0
196743,36,51,50,8,5,12
196792,1,2,1,0,0,1
1968,2599,2673,2688,743,753,679
196872,3,3,1,4,6,5
196883,0,0,0,18,11,8
1969,2513,2767,2961,2870,2129,2157
196913,0,1,0,3,3,3
196951,24,22,12,13,5,1
196968,0,2,3,2,2,1
196993,19,7,17,7,8,6
196996,1,2,12,24,21,25
197,0,0,0,4,2,6
197003,0,0,0,0,0,0
197021,21,13,27,23,34,44
197131,295,359,306,167,119,118
197135,1,3,1,17,17,17
197187,59,74,69,37,24,40
197196,2,2,2,1,0,3
197257,25,19,28,4,3,4
197258,259,253,261,61,46,47
197259,869,805,858,288,247,245
197320,76,113,94,56,33,34
197322,371,359,423,60,63,52
197335,256,222,286,97,73,77
197342,9,8,11,12,7,16
197358,15,33,20,18,21,35
197370,522,478,559,163,172,172
1974,2763,2961,2698,1553,1270,1225
197407,163,201,213,35,30,23
1975,2805,3273,2949,913,857,877
1977,327,377,279,50,71,55
1978,2444,1980,2330,902,1000,900
1979,1390,1546,1469,420,367,342
1981,4498,5342,5349,1875,1359,1334
1982,13392,15214,13744,13279,10888,11473
1983,5328,5225,4520,1322,1391,1330
1984,18943,21267,20456,12047,13394,12961
198437,2,2,0,0,0,0
199,0,0,0,0,0,0
1990,0,0,0,3,0,2
1991,0,0,0,20,14,14
1992,403,458,459,115,119,110
199221,68,58,70,10,9,3
199223,79,55,70,35,31,28
1993,0,0,0,0,0,0
1994,1334,1533,1496,641,580,537
1995,0,1,1,10,11,13
1996,0,0,0,0,0,0
199675,0,0,0,1,1,6
199692,24,31,38,25,12,13
199699,9,10,8,4,0,5
1997,129,153,140,64,49,50
199704,118,136,119,59,45,55
199713,0,0,0,0,0,0
199720,7,13,13,5,4,8
199731,192,204,214,87,84,80
199745,65,65,75,17,10,14
199746,203,193,201,60,56,56
199777,0,0,0,0,0,0
199786,0,5,0,9,3,5
1998,250,267,225,360,506,457
199800,612,474,579,251,192,230
199834,0,0,0,0,0,0
199857,135,118,140,48,46,42
199870,279,294,284,66,53,45
199899,1,0,0,0,1,0
1999,147,182,158,275,206,227
199920,0,0,0,3,1,0
199953,626,663,681,100,81,69
199964,1,2,3,2,1,0
199974,0,0,0,2,2,1
199990,1150,914,1145,806,874,859
2,0,0,0,0,0,0
20,580,616,582,336,214,216
2000,900,1110,1130,279,219,223
200008,1,2,0,1,1,1
200010,4,3,1,0,0,0
200014,651,682,695,157,117,140
200035,1,0,0,0,1,0
200058,108,115,112,47,25,38
200081,2603,2929,2889,485,503,435
2001,0,0,0,1,5,2
200132,0,0,0,5,0,0
200150,0,0,0,0,1,0
200159,2,4,0,15,16,21
200162,40,42,23,86,90,94
200172,21,19,19,6,3,4
200185,3064,2913,3129,1285,1443,1506
200186,1604,1707,1730,1050,847,933
200197,1,1,0,0,2,1
2002,1142,1395,1350,298,236,223
200205,201,185,202,35,30,29
200232,3,3,3,2,6,2
200261,0,0,0,0,0,0
2003,0,0,0,0,0,0
200312,212,185,247,35,44,53
200315,0,0,0,0,0,0
200316,149,157,136,106,97,84
200350,6,6,7,15,16,19
200373,1,1,0,0,0,0
2004,679,750,646,616,360,412
200403,0,2,1,0,0,0
200407,0,0,0,0,0,2
200420,0,0,0,1,1,1
200424,306,345,308,211,150,161
2005,911,917,869,202,161,154
200504,0,0,0,1,0,0
200523,0,0,0,2,4,6
200539,49,63,48,17,17,17
200558,27,30,32,14,17,14
200576,535,616,543,294,179,180
2006,0,0,0,0,0,0
200634,42,27,31,8,7,8
200726,0,0,0,0,0,0
200728,31,30,35,6,5,10
200734,552,743,649,180,130,121
200765,115,132,113,20,29,21
200772,0,0,0,0,2,0
200810,0,0,0,1,0,0
200844,174,186,163,30,30,27
200845,157,164,151,40,44,28
200879,7,12,7,10,5,11
200894,534,484,486,132,165,181
200895,157,154,148,37,16,30
2009,0,0,0,0,0,0
200909,0,0,0,2,1,1
200916,124,129,117,62,39,42
200931,9,8,3,21,9,13
200933,330,401,360,78,77,64
200942,266,227,281,23,33,20
200958,1,0,0,35,19,19
200959,0,0,0,1,0,1
2010,0,0,0,0,0,0
2011,1575,1423,1555,223,244,196
201134,92,103,46,27,26,21
201140,0,0,0,0,3,2
201158,44,29,28,4,7,6
201161,187,216,191,100,128,122
201163,369,329,328,150,120,106
201164,130,119,119,65,55,68
201176,31,10,22,1,3,3
201181,0,0,0,0,0,0
201191,27,24,20,43,33,28
2012,417,465,506,86,69,70
201229,14,12,10,10,4,3
201232,38,69,74,11,16,20
201243,6,1,2,15,12,14
201254,2102,2014,2185,826,857,789
201255,634,547,649,92,71,64
201266,165,203,199,36,36,28
201283,165,179,162,62,58,58
201292,236,235,246,72,60,65
201294,83,80,96,51,35,48
201299,21,18,15,39,30,35
2013,944,982,999,131,150,168
201305,2,0,1,1,2,6
2014,2267,2050,2216,1104,1229,1018
201456,3,2,5,3,4,0
201475,464,536,517,118,109,125
201477,0,0,0,0,0,0
2015,41,59,48,33,53,40
201501,0,0,0,1,0,1
201514,144,135,152,26,18,42
201516,1,0,0,36,23,20
201562,109,158,129,107,67,74
201595,765,929,717,408,276,269
2016,1,0,2,3,1,2
201617,0,0,0,0,0,0
201625,1,1,1,71,70,67
201626,314,338,315,160,125,150
201627,276,309,324,69,46,55
201633,0,0,0,1,0,0
201651,17,29,30,8,6,9
2017,3816,4017,4184,1751,1548,1568
201725,349,440,301,159,124,150
201780,2,0,1,5,6,9
201798,9,7,10,7,1,2
201799,30,33,34,9,5,4
2018,1,0,0,0,0,0
201895,35,37,38,18,11,18
2019,2,0,0,0,0,0
201931,174,195,190,68,62,59
201965,99,112,93,59,34,62
201973,156,157,150,60,37,50
202,1,1,2,11,12,12
2020,4,3,2,0,0,4
202018,135,155,157,39,31,40
202020,761,709,843,967,991,887
202051,19,27,27,22,9,22
202052,82,98,68,39,34,47
2021,49,50,55,20,11,12
202134,1,0,1,1,0,0
202151,0,1,0,6,6,1
202181,78,71,84,12,25,10
2022,2385,2091,2388,301,320,290
202243,5,1,4,6,1,3
202299,1,0,0,10,6,14
2023,40394,42103,45548,12848,12138,11408
202309,0,0,0,0,0,0
202333,6,12,12,63,42,53
202374,0,0,0,0,0,0
202459,19,17,20,6,6,10
202500,0,0,0,16,9,18
202559,0,0,1,0,0,0
2026,0,0,0,0,0,0
202658,0,0,0,0,0,0
2027,137,122,105,109,115,112
202781,81,74,84,53,57,53
2028,16,18,19,3,7,6
202865,0,0,0,1,1,1
2029,2763,3007,2958,1352,1399,1447
202915,129,177,135,60,53,56
203,1242,1121,1254,561,656,572
2030,1845,2113,2018,188,143,127
203054,0,0,0,0,0,0
203062,65,66,92,30,23,25
203068,10,11,8,3,2,0
203069,262,310,336,91,61,60
203074,0,0,0,0,0,0
203076,0,0,0,0,0,0
203100,1,1,0,30,28,27
203102,10,19,18,10,9,20
203111,18,27,14,9,11,16
203190,0,0,2,0,1,3
203197,280,334,343,74,59,68
203228,105,109,64,8,4,6
203238,28,36,23,11,9,8
203245,154,149,171,23,31,39
203259,634,717,648,111,101,78
203260,123,114,143,21,36,32
203286,348,330,381,110,75,89
2033,1266,1556,1272,662,510,516
203328,0,1,1,2,1,0
2034,90,133,96,83,53,69
203413,0,0,0,0,0,0
203427,443,501,495,189,142,161
203430,0,0,0,0,0,0
203447,0,0,0,0,0,0
2035,472,604,600,226,193,200
203522,0,0,0,0,0,0
203523,0,0,0,0,0,0
203547,1971,2070,1941,612,660,579
203562,0,0,0,6,1,5
203569,0,0,0,2,0,0
2036,919,1160,1045,477,434,425
2037,3227,3809,3367,1041,866,767
2038,0,0,0,5,2,1
203859,1,0,0,0,0,1
2039,194,182,229,186,159,171
204,2489,2662,2704,870,865,835
2040,1116,1185,1199,357,353,347
204010,61,46,58,12,19,10
2041,0,2,1,21,27,22
2042,27,28,22,7,5,9
204219,0,0,0,4,3,3
2043,2,4,5,0,0,0
2044,0,0,0,0,0,0
204474,0,0,0,0,0,0
2045,0,0,0,0,0,0
2046,0,0,0,0,1,1
2047,0,0,0,1,0,0
2048,471,491,505,65,63,54
204801,5,5,3,13,3,5
204851,906,1063,915,559,397,387
2049,4,0,3,0,0,0
204962,0,0,1,4,1,0
205,578,683,603,104,86,87
2050,1138,1237,1296,162,114,97
2051,0,0,0,0,0,0
205147,1,0,1,1,5,1
2052,1185,1087,1082,398,428,375
205251,139,134,131,33,29,37
2053,15,10,16,8,6,4
205327,785,761,707,113,103,100
2054,628,673,637,124,135,123
205428,151,146,129,24,15,19
2055,172,151,167,29,29,20
205564,418,390,452,166,146,136
2056,12,4,13,13,8,5
2057,110,113,133,16,25,13
205717,213,214,194,163,116,114
2058,5689,5598,4988,1529,1439,1361
205860,3109,2811,2910,1082,1212,1303
2059,96,129,107,32,11,13
2060,1021,1056,906,284,236,231
2063,1771,1538,1781,224,229,200
206338,1,1,3,6,6,3
206358,188,234,199,60,44,46
2064,1801,1632,1840,316,261,244
206412,22,23,19,26,19,24
206426,19,19,20,17,22,21
2065,471,515,499,141,146,135
2066,7,8,5,7,4,1
2067,1560,1482,1781,997,1054,965
2068,730,677,741,263,178,210
2069,1386,1527,1461,1118,896,936
207,2815,3245,3434,2028,1917,1902
2070,2,0,0,0,0,0
207063,0,0,0,0,0,0
2071,895,902,869,313,256,238
207107,254,274,245,124,139,170
2072,212,180,184,75,69,44
2073,3,9,10,5,4,1
2074,107,119,123,18,24,14
2077,1305,1612,1531,408,331,328
2078,2,0,0,0,0,0
2079,2317,2540,2413,736,789,781
208,1380,1590,1564,708,548,578
2081,14,25,22,24,8,20
2086,59,59,66,44,47,56
2091,5020,4937,5328,2538,2681,2326
2098,1223,1173,1116,438,411,369
2099,0,0,0,8,6,9
21,591,574,639,186,134,124
210,440,512,539,212,163,146
2100,18,16,17,17,16,15
2101,530,555,626,101,86,79
2103,0,1,3,1,1,1
2104,0,0,0,0,0,0
2107,2673,2784,2703,1584,1338,1456
2108,1486,1535,1517,785,659,704
2109,808,689,764,264,295,247
211,897,1050,1080,298,226,251
2110,225,194,227,68,71,59
2113,2301,2713,2518,909,725,710
2114,670,766,771,449,368,394
2115,1045,1131,978,244,249,250
2116,11,10,23,27,11,22
2117,62,68,65,181,102,116
2118,1640,1488,1623,382,361,329
2119,708,848,857,170,147,125
212,3,1,0,1,3,6
2120,778,731,659,200,200,160
2121,127,133,154,56,48,37
2122,3,8,11,4,6,3
2123,23,16,25,15,8,14
2124,4,0,4,2,0,3
2125,1911,1900,1878,289,230,225
2128,0,0,0,0,0,0
213,0,0,0,10,4,8
2130,3875,3945,3968,2982,2724,2690
2131,442,617,588,120,107,112
2132,961,1129,1162,352,239,269
2134,2,2,1,1,1,1
2135,640,662,529,165,109,152
2137,485,580,526,106,63,66
2138,1,0,0,0,0,0
2139,0,0,0,5,3,3
214,2156,2355,2013,638,540,515
2140,625,655,608,228,196,188
2145,749,782,794,124,84,89
2146,1701,1598,1564,306,249,266
2147,18,13,14,106,109,113
2149,52,85,91,27,16,18
215,0,0,0,0,0,0
2150,47,48,38,12,14,2
2151,4,2,3,1,1,0
2152,321,351,358,187,157,188
2153,0,0,0,4,11,14
2155,0,0,0,1,0,1
2157,0,0,0,0,0,0
2158,0,0,0,0,0,0
2159,4,6,4,12,10,8
216,5,4,2,0,3,4
2160,0,0,0,4,4,6
2161,164,135,217,40,34,29
2162,0,0,0,0,0,0
2165,0,0,0,13,28,16
2166,5,5,8,4,6,5
2167,0,1,2,0,0,1
2168,0,0,0,0,0,0
2169,0,0,0,7,1,3
217,81,106,79,45,55,44
2170,18,11,17,9,8,6
2171,144,150,141,97,101,77
2172,2,1,2,9,12,12
2173,0,0,0,1,0,0
2175,1084,1170,1162,319,209,217
2176,275,262,290,51,28,29
2177,1080,1041,999,301,285,255
2178,256,254,284,44,44,42
218,2,0,0,3,1,3
2180,390,424,410,134,148,113
2181,915,903,892,270,220,235
2182,1625,1627,1472,454,352,347
2184,250,203,223,120,127,111
2185,36,39,58,12,10,7
2186,885,882,807,218,193,192
2187,67,61,58,9,5,1
2188,143,137,164,25,25,26
2189,913,990,1052,205,183,170
219,798,930,928,115,105,109
2191,1,1,0,114,97,106
2192,4166,4053,4419,1033,837,827
219285,24,18,20,105,81,63
219287,0,0,0,2,2,0
219293,2,4,2,3,5,7
2193,464,491,569,102,91,98
219333,567,683,547,97,105,95
219347,3,0,3,15,13,13
219348,2,2,3,7,6,7
2194,3967,3959,4435,855,593,530
219402,381,376,308,81,81,89
219409,0,0,0,0,0,0
219428,0,0,0,0,0,0
219429,0,0,0,0,0,0
219431,0,0,0,0,0,0
219432,0,0,0,0,0,0
219436,0,0,0,0,0,0
219437,0,0,0,0,0,0
219438,0,0,0,0,0,0
219445,1,0,0,1,0,1
219447,0,0,0,0,0,0
219453,0,0,0,0,0,0
219464,0,0,0,0,0,0
219469,0,0,0,0,0,0
219473,0,0,0,0,0,0
219477,0,0,0,0,0,0
219479,0,0,0,0,0,0
219482,0,0,0,0,0,0
219484,0,0,0,0,0,0
219487,0,0,0,0,0,0
219493,0,0,0,0,0,0
2195,932,1178,1013,425,241,257
219525,0,0,0,0,0,0
219527,1,0,0,0,0,0
219537,3,2,2,23,19,12
219539,3,3,2,9,7,5
219541,719,653,717,128,159,151
219557,0,0,0,0,0,0
219578,0,0,0,0,0,0
219595,0,0,0,0,1,0
2196,4,12,8,10,4,6
219621,0,0,0,0,0,0
219623,0,0,0,0,0,0
219654,10,22,19,5,5,6
219670,8,8,4,21,12,13
219681,0,0,0,0,0,1
219699,1,1,0,3,0,0
2197,2324,2211,2425,1955,2205,1977
219731,12,15,16,62,44,37
219736,8,4,5,5,7,8
219738,299,345,327,29,31,36
219743,73,100,85,49,61,59
219749,82,87,38,32,25,33
219770,0,1,0,9,14,22
219771,647,803,793,166,142,119
219790,175,173,155,30,24,16
219793,0,0,0,0,0,0
219833,44,51,68,15,14,10
219844,566,603,580,73,60,72
219854,255,258,245,30,39,36
219855,23,18,19,16,10,11
219858,0,0,0,0,0,1
219869,0,0,0,0,0,0
219870,0,0,0,0,0,0
219873,0,0,0,0,0,0
219874,0,0,0,0,0,0
219875,0,0,0,0,0,0
219899,86,119,98,60,51,43
2199,0,0,0,0,0,1
219902,119,158,163,66,46,44
219927,649,631,672,257,255,271
219931,298,315,339,37,43,43
219938,0,0,0,0,0,0
219952,0,0,0,1,0,1
219954,0,0,0,0,0,0
219956,0,0,0,1,7,7
219957,0,0,0,0,0,1
219958,0,0,0,0,0,0
219959,0,0,0,0,0,0
219960,0,0,0,0,2,0
219965,0,0,0,0,0,0
219968,0,0,0,0,0,0
219970,0,0,0,6,4,2
219972,0,0,0,0,0,1
219981,0,0,0,0,0,0
219982,0,0,0,0,0,0
219983,0,0,0,1,0,0
219986,0,0,0,0,0,1
219988,2277,2570,2422,998,818,837
219990,0,0,0,0,1,0
219995,0,0,0,0,0,0
22,442,456,410,127,104,108
220,344,401,387,154,141,119
2200,15,30,29,17,11,17
220001,6,4,6,11,15,20
220002,649,635,720,303,270,235
220004,15,4,9,4,6,4
220032,0,0,0,2,1,1
220042,642,685,562,124,92,105
220047,0,1,0,7,4,16
220064,261,341,271,87,78,63
220070,0,0,0,0,0,0
220074,95,101,115,60,60,56
220081,0,0,0,0,0,3
220082,2,0,0,0,0,0
2201,0,0,0,0,0,0
220107,0,0,1,0,0,0
220108,78,106,98,8,6,5
220115,1,1,1,6,2,4
220134,0,0,0,0,0,0
220136,91,68,68,53,92,85
220164,0,0,0,5,1,2
2202,4,4,7,2,2,5
220202,0,1,2,3,3,5
220213,67,67,65,23,23,23
220296,0,0,1,3,6,3
2203,0,0,0,3,2,7
220323,65,73,51,33,30,28
220359,24,23,22,63,40,54
220382,11,18,4,0,3,3
220388,0,0,0,2,0,0
2204,0,0,0,0,0,0
220429,1,0,0,4,2,4
220441,2,2,3,3,0,0
2205,0,0,0,0,0,0
220594,0,0,1,0,0,0
2206,0,0,0,3,5,6
2207,3,8,6,16,15,12
220729,50,63,78,21,15,16
2208,0,0,0,3,1,2
220832,1,0,2,2,4,4
2209,0,0,0,0,0,0
220906,320,331,304,62,79,70
220929,158,179,169,32,29,15
220930,59,79,64,27,32,26
220963,2,1,0,8,5,7
220965,1,0,0,0,0,0
220972,4,12,6,6,3,5
220979,7,5,11,6,1,7
220980,0,0,0,0,1,0
220988,3269,2955,2856,1412,1178,1211
220992,77,76,48,19,13,13
221,29,25,33,8,11,7
2210,0,0,0,0,1,0
221002,3,2,1,12,8,4
221016,74,88,76,21,33,18
221035,789,869,754,542,453,468
221037,1057,992,879,488,370,358
221044,0,0,0,24,15,16
221060,6,3,5,29,24,37
221061,1007,1191,1213,267,228,266
221074,0,0,0,4,4,3
221078,197,230,182,79,62,59
221079,184,209,161,234,162,169
221091,15,17,22,105,87,77
221092,1221,1230,1188,163,178,149
221120,374,370,336,80,82,73
221122,0,0,0,0,0,0
221143,41,26,38,17,19,15
221150,1102,1184,1063,287,268,253
221154,331,311,272,122,111,81
221178,215,213,198,32,21,27
221184,805,948,931,334,318,290
221188,0,0,0,1,2,1
221191,0,0,0,0,2,1
2212,0,0,0,2,3,0
221223,0,0,0,0,0,0
221241,0,0,0,0,0,0
221262,0,0,0,1,1,1
221264,40,40,36,18,23,21
221294,373,443,388,151,127,143
2213,0,0,0,0,0,0
221301,0,0,0,2,3,3
221302,181,180,184,68,67,65
221303,0,0,0,1,2,0
221322,95,110,101,24,11,8
221336,1,1,1,5,2,5
221357,0,0,0,0,0,0
221391,0,0,0,4,1,0
221393,0,0,0,10,6,8
221395,50,43,42,30,8,18
2214,0,0,0,0,1,1
221400,0,2,0,1,0,0
221409,2,0,0,3,0,2
221416,1,0,1,4,2,1
221421,2,2,3,26,38,32
221424,13,3,7,5,6,1
221438,0,0,0,0,0,0
221442,39,25,21,23,26,22
221443,301,283,350,49,45,32
221458,3,5,0,0,2,2
221468,3,3,2,1,3,4
221472,0,0,2,3,0,1
221476,1,0,2,33,28,22
221477,1175,1198,1256,585,557,528
221481,0,1,3,3,6,2
221491,469,465,532,101,84,128
221496,665,633,771,123,88,108
2215,0,0,0,0,0,0
221504,8,5,2,5,4,1
221527,4,2,4,1,1,1
221545,0,0,0,0,0,0
221584,5,9,5,56,22,35
221613,0,0,0,0,0,0
221656,520,548,559,378,317,318
221662,308,353,343,250,183,177
221687,274,327,327,109,70,72
221692,29,22,25,12,11,22
2217,343,352,386,219,230,200
221710,280,388,332,194,165,158
221711,2,2,3,5,2,6
221718,1,2,0,1,0,1
221749,268,332,360,99,89,70
221756,0,0,0,1,2,0
221785,225,231,251,65,47,61
221786,183,205,192,97,78,63
2218,419,441,348,97,93,74
221806,140,131,140,25,12,14
221823,32,49,44,25,16,18
221830,2411,2216,2045,846,1002,936
221833,0,0,0,0,0,0
221883,3,0,0,1,2,2
221895,213,215,172,43,33,35
2219,0,0,0,0,0,0
221908,368,420,488,156,146,161
221914,48,43,29,16,16,12
221927,791,831,964,175,174,134
221935,0,0,0,0,0,0
221937,1234,1282,1444,398,331,359
221938,0,0,0,3,4,2
221955,1127,1141,1235,471,514,477
221960,230,189,201,86,69,76
221981,1,0,0,0,2,0
222,1,2,1,1,2,0
2220,0,0,0,0,0,0
222008,0,1,0,0,0,2
222029,0,0,0,0,0,0
222068,363,461,514,290,230,208
222161,218,181,203,23,19,28
222166,330,307,304,86,68,60
222171,0,0,0,0,0,0
222183,0,0,0,0,0,0
222194,596,562,550,121,180,142
2222,1559,1720,1770,517,491,430
222223,436,482,424,132,124,125
222229,507,529,701,197,199,173
222234,42,34,40,13,11,3
222235,11,6,11,11,10,2
222236,250,304,243,98,84,69
222255,257,263,277,54,46,50
222256,76,73,72,16,10,18
222389,436,493,483,176,156,159
2224,1487,1344,1494,527,503,485
222484,128,149,155,47,19,21
222487,0,1,1,17,15,6
222537,9,5,14,2,1,1
222545,0,0,0,0,3,1
222546,0,1,1,0,2,2
222553,1,1,1,5,2,2
222584,7,3,5,1,1,5
222611,1,0,0,3,3,2
222642,0,0,0,0,1,0
222643,5,6,8,7,7,5
222658,773,934,815,250,210,207
222659,0,0,0,6,3,1
222662,0,2,0,65,33,45
222663,59,50,36,9,12,5
222696,0,0,0,5,2,2
222698,3,0,2,38,44,44
222699,41,40,28,22,30,28
222826,0,0,0,22,25,45
222865,0,0,0,0,0,0
222894,0,0,0,0,0,0
222901,2060,2365,1907,695,849,813
222950,35,37,42,4,17,9
222962,314,326,344,142,123,104
222967,1,1,1,3,3,2
223,1367,1517,1420,331,291,246
2230,168,159,143,73,56,57
223075,1,0,0,0,0,0
223082,124,157,144,31,26,12
223117,2,15,5,3,4,13
2232,438,368,483,85,69,57
2235,537,610,613,181,183,176
2237,1458,1585,1588,139,127,111
2239,17,23,10,5,1,2
224,1077,1243,1268,284,248,217
2241,86,82,63,23,17,23
2242,9,6,16,28,26,19
2243,1,0,2,0,0,0
2244,0,3,1,0,1,0
2245,698,680,692,128,129,128
2246,10,7,7,16,8,7
2247,478,463,424,299,193,207
2248,0,0,0,0,0,0
2249,0,0,0,0,0,0
225,0,0,0,1,1,0
2250,709,764,650,97,84,93
2251,0,0,0,1,0,0
2252,1,0,0,2,5,4
2253,13,19,19,7,3,11
2254,0,0,0,0,1,0
2255,0,0,0,0,0,0
2256,149,177,167,76,52,55
225689,0,0,0,0,0,0
2257,6,6,6,5,2,2
2258,0,0,0,0,0,0
2259,11,11,13,0,1,1
226,16289,15941,17851,7331,7044,6915
2260,801,914,918,216,173,167
2261,14,22,20,18,5,10
2262,0,0,0,0,1,0
2263,0,0,2,2,1,1
2264,294,326,340,75,79,60
2266,0,0,0,0,0,0
2267,0,0,0,0,0,0
2268,0,0,0,1,4,1
2271,714,839,832,205,180,162
2272,31,39,36,14,14,15
2273,500,599,588,366,332,318
2274,630,676,719,244,199,222
2275,226,279,261,70,54,53
2277,0,0,0,2,0,0
22794,1494,1813,1765,674,565,595
22795,5,9,20,41,30,18
22796,252,274,225,87,53,63
22797,0,0,0,0,0,0
22798,0,0,0,1,5,5
2280,11557,12361,11301,8686,9994,9378
22800,0,0,0,0,0,0
22801,1,0,0,2,0,3
22802,0,0,0,1,0,0
22803,2434,2728,2542,1149,993,888
22806,1,3,1,16,16,21
22807,37,33,31,8,5,5
22808,22,24,25,27,13,22
22809,1069,1159,1047,264,271,273
2281,273,299,268,138,139,122
22818,3102,3303,3164,1335,1449,1434
2282,83,112,118,220,199,195
22820,2084,2101,2317,652,560,531
22821,551,550,559,115,68,79
22822,2119,2484,2246,1088,837,829
22823,1246,1106,1045,207,178,225
22824,238,285,227,121,74,78
22826,1457,1588,1435,604,614,640
22827,0,0,0,0,0,0
22828,587,572,593,129,114,114
22829,0,0,0,0,0,2
22832,308,306,243,69,46,59
22834,628,633,554,88,73,80
22835,205,199,185,119,57,90
22836,538,560,539,201,200,208
22837,58,77,69,26,8,11
22838,730,884,810,209,145,167
22839,2274,2377,2468,450,412,395
22841,272,288,191,46,36,42
22843,23,25,22,21,14,24
22844,8,1,7,18,13,9
22845,319,348,380,46,33,33
22846,274,234,233,30,16,15
22847,457,481,362,189,125,136
22848,1964,1802,1851,284,288,299
22849,62,75,50,67,50,60
22850,668,686,656,111,81,70
22852,1313,1173,1180,324,413,435
22853,493,564,588,501,333,343
22854,35,30,29,6,7,6
22856,254,332,357,55,43,43
22858,370,336,348,177,164,169
22859,1025,1022,985,209,231,210
2286,1429,1251,1413,551,550,535
22861,18,13,14,7,6,2
22862,536,659,546,397,292,323
22863,300,291,290,53,52,64
22864,511,642,639,234,224,228
22865,12,12,8,1,1,0
22866,0,0,0,0,0,0
22868,856,820,716,131,149,135
22869,242,221,207,75,47,52
2287,1866,1764,1549,737,861,764
22870,2945,2905,3187,736,652,642
22871,33,39,35,4,0,4
22872,1794,1881,1711,471,394,419
22873,408,426,415,180,155,158
22874,0,5,2,18,14,20
22875,234,274,250,81,55,45
22876,264,290,247,74,71,68
22877,556,528,507,142,101,123
22878,540,647,444,193,136,149
22879,487,585,586,157,123,122
2288,5423,5686,5415,1664,1695,1655
22880,910,946,892,144,110,98
22881,117,135,134,66,52,50
22882,70,80,69,30,25,14
22883,3098,3325,3455,769,620,589
22884,337,347,309,231,155,165
22885,41,45,55,30,24,19
22887,1119,1227,1167,304,229,219
22888,314,386,423,71,65,68
22889,1347,1326,1425,527,315,369
2289,614,618,627,197,164,157
22890,300,403,348,122,81,79
22891,0,0,0,0,0,0
22893,271,365,360,112,77,60
22894,1080,1101,945,255,246,266
22895,0,0,0,1,1,3
22897,1256,1194,1231,193,176,140
22898,1192,1221,1315,373,285,258
22899,0,0,0,18,21,26
229,2,1,0,10,8,7
2290,0,0,0,1,0,0
22900,311,380,288,137,121,141
22901,0,1,0,0,3,1
22902,231,228,209,95,87,82
22903,490,543,514,196,120,155
22904,1717,1736,1944,767,639,620
22905,1021,1063,1122,184,149,134
22906,665,651,689,103,98,93
22907,974,1052,1229,369,291,310
22908,904,844,831,176,172,162
22909,91,97,101,55,28,28
22911,558,596,481,458,361,367
22913,4599,4498,5070,1906,1733,1753
22914,0,0,0,0,0,0
22915,0,0,0,0,0,0
22916,1344,1397,1382,335,293,320
22917,1,3,3,7,5,6
22918,0,0,0,0,0,0
22919,3843,4162,4126,1175,948,1018
22920,430,503,402,126,126,113
22921,133,120,137,56,91,71
22924,84,100,82,34,38,48
22925,192,189,171,106,41,49
22926,942,1033,914,308,283,290
22927,742,721,685,196,191,164
22928,433,466,462,84,63,50
22929,1240,1273,1221,532,533,484
