"ID","ENTREZID","SYMBOL","ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","newPadj"
"15127","79937","CNTNAP3","ENSG00000106714",819.023705795867,6.39495407740746,1.03192633730127,6.19710326817682,5.75117696515104e-10,3.96167659921684e-07,1.17709338945746e-05
"6569","2906","GRIN2D","ENSG00000105464",201.626929606969,6.72269665511403,1.08545306800182,6.19344755963482,5.88622784505691e-10,3.96167659921684e-07,1.20467539076935e-05
"2880","148641","SLC35F3","ENSG00000183780",250.139457005097,7.67773277372476,1.25664755713882,6.109694583902,9.98219824298661e-10,6.44969792875851e-07,2.04285687042721e-05
"17385","92949","ADAMTSL1","ENSG00000178031",91.5397384573217,8.1292870051148,1.33496262779706,6.08952403299086,1.13246864638306e-09,7.03567924808673e-07,2.31748383795829e-05
"10219","54437","SEMA5B","ENSG00000082684",543.916866153051,6.97079552440434,1.16119015755886,6.00314727008958,1.93528930231209e-09,1.1578047444536e-06,3.96018249932122e-05
"11213","55806","HR","ENSG00000168453",446.711644049981,6.94795982052085,1.16259993423541,5.97622588469371,2.28366300154958e-09,1.31742887371537e-06,4.67283123377075e-05
"7138","3235","HOXD9","ENSG00000128709",80.1857127048645,9.6110862623636,1.63178559986904,5.88991976834147,3.86383159157303e-09,2.11035505108157e-06,7.90578581951757e-05
"4697","23245","ASTN2","ENSG00000148219",402.352847264285,6.93363082774539,1.17767516044167,5.88755801314943,3.91943611294788e-09,2.11035505108157e-06,8.01916628709136e-05
"11485","56751","BARHL1","ENSG00000125492",66.785337197618,10.0133216749753,1.72285174064158,5.81206231433845,6.17078602163836e-09,3.21537763250079e-06,0.000126248111216699
"12125","5813","PURA","ENSG00000185129",13990.0083764436,6.62941236989719,1.14173355614619,5.80644436191763,6.381346439978e-09,3.22118403265514e-06,0.00013054958546907
"1767","114991","ZNF618","ENSG00000157657",3663.29895113449,5.98646662206562,1.03875283508656,5.76312903306472,8.2568619773505e-09,4.04160883394372e-06,0.000168910625470659
"10658","55096","EBLN2","ENSG00000255423",133.625838880946,6.82860732648194,1.19950433080651,5.69285758384098,1.2493058973932e-08,5.93530534135069e-06,0.000255558014370753
"4050","2186","BPTF","ENSG00000171634",32051.8157520677,6.18930748673586,1.09153638031183,5.67027137012852,1.42571511961705e-08,6.57987895062121e-06,0.000291630027717668
"13071","646862","RNF225","ENSG00000269855",58.7232366037918,9.17971870008462,1.62372348739497,5.65349874615174,1.57214259044863e-08,7.05411646208796e-06,0.000321566045450362
"15247","80176","SPSB1","ENSG00000171621",873.229521256514,6.61084481551836,1.1716009475475,5.642573804124,1.67526684416056e-08,7.12862155482188e-06,0.00034264232763616
"2176","125965","COX6B2","ENSG00000160471",133.709002741075,7.34044769233268,1.30094545054443,5.64239468246787,1.67701119967332e-08,7.12862155482188e-06,0.000342982330557188
"16569","8651","SOCS1","ENSG00000185338",500.612285904112,6.75524916806077,1.1999787454727,5.62947401655828,1.80759999437129e-08,7.48670838694343e-06,0.000369672274848872
"3439","170302","ARX","ENSG00000004848",337.783967488512,6.60808678462051,1.18526423571228,5.57520136482426,2.47243706422915e-08,9.98431897462337e-06,0.000505613379634861
"13368","656","BMP8B","ENSG00000116985",351.550928561482,6.88179533289744,1.23787917576274,5.55934332497118,2.70791555942092e-08,1.04861066076e-05,0.000553741652745984
"12847","64184","EDDM3B","ENSG00000181552",70.075610513857,7.41086799349509,1.33333419014752,5.55814742339663,2.72653053624219e-08,1.04861066076e-05,0.000557520964050803
"2133","124590","USH1G","ENSG00000182040",147.995300099158,6.1715850973049,1.11770546156974,5.521656026121,3.35819420009623e-08,1.26150955614312e-05,0.000686649968093676
"5658","2642","GCGR","ENSG00000215644",64.4807508685866,8.51897121080869,1.5495343856183,5.49776196635314,3.84641653367735e-08,1.4120719606475e-05,0.00078643832447567
"5659","2642","GCGR","ENSG00000288269",64.4807508685866,8.51897121080869,1.5495343856183,5.49776196635314,3.84641653367735e-08,1.4120719606475e-05,0.00078643832447567
"8101","389058","SP5","ENSG00000204335",54.1529533977889,9.69829198780225,1.78363961815913,5.43736071405036,5.40755927317813e-08,1.94107344310325e-05,0.00110557549340127
"8389","401324","LOC401324",NA,96.454926600187,10.5338675446687,1.95233382793409,5.39552580299002,6.83231725688244e-08,2.39918305761787e-05,0.00139679893999705
"5951","27288","RBMXL2","ENSG00000170748",66.0156936478087,9.32771924534606,1.73693254479784,5.37022538571394,7.86382975731333e-08,2.70264770361451e-05,0.00160760271728756
"5802","26824","RNU11","ENSG00000274978",1720.01228798628,5.60442470611392,1.04517258592915,5.36220025435478,8.2214322458849e-08,2.71994122890123e-05,0.00168062517970379
"12012","57688","ZSWIM6","ENSG00000130449",6204.32065689547,5.96872254775844,1.11324495262589,5.3615536577818,8.25092058541201e-08,2.71994122890123e-05,0.00168657067686407
"546","100996634",NA,NA,61.9834499135881,11.0799326482076,2.07390965263778,5.3425339113086,9.16562175636629e-08,2.96104576461169e-05,0.00187345308700127
"12011","57687","VAT1L","ENSG00000171724",129.509377471281,6.41237605887178,1.20121884480974,5.33822465954356,9.38611113244262e-08,2.97282064945776e-05,0.00191842725435995
"15204","80055","PGAP1","ENSG00000197121",1133.2080796743,5.44142555967043,1.02004483929889,5.33449643587286,9.58100696999001e-08,2.97619241512016e-05,0.00195816620452656
"5656","2637","GBX2","ENSG00000168505",64.4617627177301,7.59516931376202,1.42770421143415,5.31984794394669,1.03854014399918e-07,3.16519602755072e-05,0.00212246449229113
"16490","85481","PSKH2","ENSG00000147613",74.9293022457517,7.29291637738012,1.37205767985427,5.31531325866325,1.06473994007142e-07,3.18495263925438e-05,0.00217590254152995
"4440","2295","FOXF2","ENSG00000137273",4519.68742410368,5.79885525374576,1.09236248609737,5.30854485351565,1.10503893718347e-07,3.24539890042266e-05,0.00225814706813443
"6319","284950","LOC284950",NA,114.669255049482,11.98057316947,2.26211357027351,5.29618553502662,1.18246696686778e-07,3.41078373496702e-05,0.00241625300009763
"8773","440829","SHISA8","ENSG00000234965",93.7795246905985,6.93657189731506,1.31119766465968,5.29025644590014,1.22144975594052e-07,3.46141717679074e-05,0.00249578828631326
"191","10021","HCN4","ENSG00000138622",86.2466642820202,8.9555271831869,1.69719715360689,5.27665696595976,1.31561826875024e-07,3.66399687846943e-05,0.0026880712467105
"2446","133688","UGT3A1","ENSG00000145626",95.0478515179969,11.7060457615628,2.21979498294844,5.27348059234474,1.33860415616273e-07,3.66482592110111e-05,0.00273490215145607
"17677","9568","GABBR2","ENSG00000136928",115.03985869301,6.53682123588761,1.24064717290639,5.26888012856563,1.37258557404764e-07,3.6952291295986e-05,0.00280419232777933
"2860","1482","NKX2-5","ENSG00000183072",167.860236361543,6.58143067280283,1.25358641411573,5.25008136550787,1.52032041649316e-07,4.02585830944493e-05,0.00310586257885388
"6637","2935","GSPT1","ENSG00000103342",4115.63662728,5.26478180584139,1.00563826045053,5.2352640237482,1.64749188479071e-07,4.29224780887489e-05,0.00336549642225046
"4659","23207","PLEKHM2","ENSG00000116786",7445.09378387225,5.80234470680198,1.11023668646024,5.22622318066391,1.7300751606444e-07,4.43585778887126e-05,0.00353402453064831
"14109","7287","TULP1","ENSG00000112041",44.0020717813226,8.75136176580377,1.68020042324796,5.20852253380981,1.90350237458508e-07,4.80426154010513e-05,0.00388809395032749
"10616","55040","EPN3","ENSG00000049283",61.8376347013122,7.08770831283273,1.36763855597795,5.18244259921771,2.18998775019668e-07,5.44228801983492e-05,0.00447304997977672
"8884","4583","MUC2","ENSG00000198788",69.5675842153371,11.2486102576266,2.17413280310977,5.17383769820186,2.29334052781143e-07,5.6127772038997e-05,0.00468391869400206
"8885","4583","MUC2","ENSG00000278466",69.5675842153371,11.2486102576266,2.17413280310977,5.17383769820186,2.29334052781143e-07,5.6127772038997e-05,0.00468391869400206
"8886","4583","MUC2","ENSG00000284971",69.5675842153371,11.2486102576266,2.17413280310977,5.17383769820186,2.29334052781143e-07,5.6127772038997e-05,0.00468391869400206
"3782","200172","SLFNL1","ENSG00000171790",46.205308603974,9.46082894603596,1.83105276049482,5.16687948602818,2.38034632874989e-07,5.73876630571597e-05,0.0048613813072059
"6097","283120","H19","ENSG00000130600",164.576167345443,8.94972635666914,1.73554464559287,5.15672493899565,2.51306544969663e-07,5.9582188216802e-05,0.00513218226137045
"6098","283120","H19","ENSG00000288237",164.576167345443,8.94972635666914,1.73554464559287,5.15672493899565,2.51306544969663e-07,5.9582188216802e-05,0.00513218226137045
"12192","58524","DMRT3","ENSG00000064218",38.8967471849317,9.22913060104212,1.79055234974463,5.15434837878848,2.54514392803773e-07,5.9582188216802e-05,0.00519743841544584
"11878","57524","CASKIN1","ENSG00000167971",1334.32644894343,6.56452756159589,1.27709749132544,5.140192981495,2.74456437550081e-07,6.33327833678066e-05,0.00560440045477266
"2349","130106","CIB4","ENSG00000157884",72.4362313055866,8.91215827300936,1.73538600093554,5.13554809604597,2.81322919668999e-07,6.40029453720188e-05,0.00574433269672128
"8442","404220","C6orf201","ENSG00000185689",61.8668453699688,6.97049251459309,1.35875535613664,5.13005706517495,2.89654356180637e-07,6.49831502136921e-05,0.00591416264449625
"3302","162968","ZNF497","ENSG00000174586",61.8337102898685,7.01476969948056,1.37485048689566,5.10220548804515,3.35717939888491e-07,7.42856422331343e-05,0.00685435317870333
"6299","284729","ESPNP",NA,188.861495405821,6.08751733425592,1.20192509116497,5.06480593424969,4.08816604573046e-07,8.92380353198434e-05,0.0083463997989633
"8752","440387","CTRB2","ENSG00000168928",101.960311099269,7.58660231406167,1.49980931764706,5.0583779049751,4.22837843035444e-07,9.10679957140204e-05,0.00863223456556859
"8753","440387","CTRB2","ENSG00000284810",101.960311099269,7.58660231406167,1.49980931764706,5.0583779049751,4.22837843035444e-07,9.10679957140204e-05,0.00863223456556859
"17832","973","CD79A","ENSG00000105369",70.0905599477066,8.98630956671387,1.77793499086813,5.05435216296971,4.31854118771765e-07,9.17860471121095e-05,0.00881586998060681
"8689","432","ASGR1","ENSG00000141505",85.6507472073213,7.06976105911778,1.40721240296803,5.02394737582371,5.0620112776649e-07,0.000106190478140417,0.0103330836210974
"15692","83445","GSG1","ENSG00000111305",60.5908273640314,9.8515432681256,1.97239654378604,4.9947072251584,5.89250902095055e-07,0.000120668078167321,0.0120277894135643
"8520","4103","MAGEA4","ENSG00000147381",98.9777051102247,11.7677317851578,2.35685975664356,4.99297073234278,5.94575705523472e-07,0.000120668078167321,0.0121358847254396
"4268","222894","FERD3L","ENSG00000146618",106.080989344065,8.98386615757941,1.7996588547737,4.99198286038999,5.97625596074147e-07,0.000120668078167321,0.0121975384158733
"3118","154822","LINC00689","ENSG00000231419",96.0487935424436,9.89545410309669,1.98523087667765,4.9845356625004,6.21107897440512e-07,0.000123861183547612,0.0126761910788634
"15753","83639","TEX101","ENSG00000131126",216.64027588246,6.05824950403437,1.22022611158108,4.96485810829317,6.8751316324263e-07,0.000133895166245944,0.0140307686354556
"17405","9312","KCNB2","ENSG00000182674",59.5707058909017,7.23595509315417,1.45747492760929,4.96472011702005,6.88002154300336e-07,0.000133895166245944,0.014040059962807
"33","100093698","GS1-600G8.3","ENSG00000231216",77.3407000294358,10.2101005217089,2.05839174216685,4.96023196777931,7.04090501285702e-07,0.000135394926991285,0.014367670769236
"6781","29967","LRP12","ENSG00000147650",612.3850538628,5.67347026642746,1.14498540478715,4.95505902757086,7.23083345472365e-07,0.000137411356228413,0.0147545156643636
"12698","6382","SDC1","ENSG00000115884",34.5036854366497,9.10357971768151,1.83935976316126,4.94931981225653,7.44732880153457e-07,0.000139879886199056,0.0151955296866511
"8139","3898","LAD1","ENSG00000159166",56.1964193767471,10.9359119125957,2.2107434663443,4.94671230700473,7.54773996688109e-07,0.000140136372051759,0.0153996538544275
"7425","344657","LRRIQ4","ENSG00000188306",73.2510755935147,10.1304183562298,2.05724900928403,4.92425482307339,8.46824274084994e-07,0.000155440369310169,0.0172769088398821
"8911","4605","MYBL2","ENSG00000101057",34.4875810616243,9.04081140639063,1.83844464311988,4.91764135527528,8.75932028421995e-07,0.00015897674219214,0.0178698893118371
"15134","79948","PLPPR3","ENSG00000129951",62.7530259910146,6.46212542971019,1.31702706091215,4.9066003436821,9.26685891147599e-07,0.000166319524441191,0.018904392179411
"15135","79948","PLPPR3","ENSG00000282283",62.7530259910146,6.46212542971019,1.31702706091215,4.9066003436821,9.26685891147599e-07,0.000166319524441191,0.018904392179411
"365","100506627",NA,NA,53.8760342760799,10.8741376347199,2.22267787822319,4.89235878093712,9.96346030185697e-07,0.000176856894786698,0.020324462669758
"3939","2046","EPHA8","ENSG00000070886",42.8118426411364,8.69522072086085,1.77848216622279,4.88912449390937,1.01285428955117e-06,0.000177832992816523,0.0206602017982648
"12674","6338","SCNN1B","ENSG00000168447",116.829869306456,12.0107943681276,2.45883631895827,4.88474742117692,1.03561523435768e-06,0.00017987411699548,0.0211234439351936
"12044","57722","IGDCC4","ENSG00000103742",90.4947133226321,9.3826126315973,1.92305402331285,4.8790166671625,1.06616055231463e-06,0.000183066059472662,0.0217454106250091
"10081","5342","PLGLB2","ENSG00000125551",45.0298375998109,10.6099012419916,2.17546028125812,4.87708340777229,1.07665917476029e-06,0.000183066059472662,0.021958463869236
"3424","169044","COL22A1","ENSG00000169436",56.554162317151,7.33221437408397,1.50812175925301,4.86181856942087,1.16312206179385e-06,0.000195707402751625,0.0237207113282237
"8112","389206","BEND4","ENSG00000188848",133.523401905772,9.15932657971364,1.88981365478806,4.8466823998797,1.25543164070194e-06,0.000209061724662458,0.0256020174488347
"6111","283212","KLHL35","ENSG00000149243",59.9273070698321,7.26466915387576,1.50164365278407,4.83781164752832,1.31276452159149e-06,0.000216378421604769,0.0267698941242937
"2240","126868","MAB21L3","ENSG00000173212",46.2479311696513,10.6492144578563,2.20324144646007,4.83343052345276,1.34200128081165e-06,0.000218963097868188,0.0273647481170304
"11434","5649","RELN","ENSG00000189056",221.489840785763,5.28822940218125,1.09568710744567,4.82640469733142,1.39019871911396e-06,0.00022055408485481,0.0283461518827337
"13034","64582","GPR135","ENSG00000181619",123.718116919606,6.16721781698884,1.2781363993532,4.82516405925828,1.39888069399981e-06,0.00022055408485481,0.0285217784699621
"1770","115019","SLC26A9","ENSG00000174502",37.7796975180817,8.51532439076991,1.76547118928905,4.82325876651603,1.41231552097559e-06,0.00022055408485481,0.0287942888416504
"8781","440970","LINC00971","ENSG00000242641",84.0807793746001,9.72060948046135,2.0155191666625,4.82288119172675,1.41499261185769e-06,0.00022055408485481,0.0288474543779426
"8782","440970","LINC00971","ENSG00000284871",84.0807793746001,9.72060948046135,2.0155191666625,4.82288119172675,1.41499261185769e-06,0.00022055408485481,0.0288474543779426
"11223","55815","TSNAXIP1","ENSG00000102904",44.9724568981105,8.7674601664652,1.8181552248152,4.82217362236292,1.42002258558164e-06,0.00022055408485481,0.0289485804296673
"3106","154150","HDGFL1","ENSG00000112273",57.5911231975291,7.66411067805111,1.59063862751913,4.81826012864066,1.44815489003652e-06,0.000221488171803027,0.0295206374333945
"5095","2494","NR5A2","ENSG00000116833",86.8699825386351,6.26569805899025,1.30060377418375,4.81753027583096,1.45346042290106e-06,0.000221488171803027,0.0296273372604153
"3920","203447","NRK","ENSG00000123572",98.7031728631307,9.19464855180183,1.90992735338335,4.8141352264074,1.47838677693562e-06,0.00022318113652188,0.0301339576742788
"8408","4016","LOXL1","ENSG00000129038",75.651482008271,6.40619123780062,1.33203599708385,4.80932291006049,1.51442394331292e-06,0.000226504536632718,0.0308669888126039
"7784","375759","C9orf50","ENSG00000179058",86.2225197862808,7.43855332466674,1.55756697777827,4.77575181728441,1.79037091660716e-06,0.00026292986147482,0.0364895496513706
"15024","79805","VASH2","ENSG00000143494",147.779344607918,6.04597644483645,1.2659782209175,4.77573495731604,1.79052094113974e-06,0.00026292986147482,0.0364908167804278
"12472","610","HCN2","ENSG00000099822",219.537423369107,5.5164532237231,1.15689977184021,4.76830695104071,1.85780576780249e-06,0.00027035258168751,0.0378602237420469
"11121","55714","TENM3","ENSG00000218336",117.907112711077,7.77349442383744,1.63291534310838,4.76050057135235,1.93113387658016e-06,0.000277843105340865,0.0393526461369506
"6293","284661","LINC01777","ENSG00000235054",44.2323296203473,9.38743222429481,1.97309638473115,4.75771599245717,1.95795707263395e-06,0.000277843105340865,0.0398972912690621
"3435","170063",NA,NA,66.5654931742198,9.99011116436977,2.10017576445385,4.75679766115561,1.96688136152846e-06,0.000277843105340865,0.0400771746225039
"1204","10875","FGL2","ENSG00000127951",358.044118428218,-5.34790563413698,1.12453708671919,-4.75565074491172,1.97808191136009e-06,0.000277843105340865,0.0403034189439618
"278","100462981","MTRNR2L2","ENSG00000269028",676.766376129795,4.73849328900421,0.997851958240468,4.74869368133494,2.04734761213334e-06,0.000285093154989567,0.0417126602496046
"13011","645104","CLRN2","ENSG00000249581",45.4212125215312,10.6231505222333,2.23943888915539,4.7436661807011,2.09884612215415e-06,0.000289766336847487,0.0427597920466464
"13703","6875","TAF4B","ENSG00000141384",132.791258230236,6.40909238105748,1.35561955036378,4.72779577377562,2.2697030098668e-06,0.00031069926032524,0.0462383897170064
"11090","5568","PRKACG","ENSG00000165059",98.5923600047711,6.61215712592226,1.39985311173904,4.72346496248306,2.3185992046751e-06,0.000314725487000982,0.0472321843984364
"2201","126205","NLRP8","ENSG00000179709",45.1456396388244,10.6144693400394,2.25387331472914,4.70943476311357,2.48404703109854e-06,0.00033437343077779,0.0506000380234773
"3084","153572","IRX2","ENSG00000170561",27.0192487988889,8.71512813142388,1.85837085474002,4.6896603598764,2.73658899150412e-06,0.000363476072013444,0.0557415811679473
"7775","375607","NAT16","ENSG00000167011",66.2899202915131,9.98419900423456,2.12983156744207,4.68778806590119,2.76173802086506e-06,0.000363476072013444,0.0562510800089796
"1333","11023","VAX1","ENSG00000148704",68.0299489581103,11.2208162555354,2.39385457180482,4.68734249260411,2.76775564029305e-06,0.000363476072013444,0.0563708791258485
"4111","2201","FBN2","ENSG00000138829",162.057067796198,8.04962698205023,1.71818133621175,4.68496939897978,2.8000176310352e-06,0.000364747458017029,0.0570251590736628
"7755","375057","STUM","ENSG00000203685",161.374606018896,4.96970142771293,1.06186852967837,4.68014757836187,2.86668489624379e-06,0.000366255920848579,0.0583800379120047
"14609","79054","TRPM8","ENSG00000144481",48.9889018606953,9.5380706042228,2.03855958689772,4.67882845589903,2.88518698041937e-06,0.000366255920848579,0.0587539476692601
"430","100507584","LINC01016","ENSG00000249346",107.90760938102,10.0055822741855,2.13858963499499,4.67858915542205,2.88855567707417e-06,0.000366255920848579,0.0588196592522613
"7070","3166","HMX1","ENSG00000215612",121.059078155252,6.34516711288497,1.35649594437642,4.67761598491311,2.90229417870477e-06,0.000366255920848579,0.0590965140667864
"7071","3166","HMX1","ENSG00000288204",121.059078155252,6.34516711288497,1.35649594437642,4.67761598491311,2.90229417870477e-06,0.000366255920848579,0.0590965140667864
"7136","3233","HOXD4","ENSG00000170166",40.9005886796068,10.5447395079877,2.25685667038703,4.67231244515826,2.97827438912182e-06,0.000370640484007307,0.0606406448369094
"12108","5794","PTPRH","ENSG00000080031",44.8700667561177,10.6058183052967,2.27008498916491,4.67199173419418,2.98292966761282e-06,0.000370640484007307,0.0607324480325971
"561","10112","KIF20A","ENSG00000112984",64.6814924355651,8.29309636887755,1.77748774966822,4.66562786180976,3.07676100550363e-06,0.00037938107268626,0.0626397773110484
"13482","6653","SORL1","ENSG00000137642",1459.6251498043,-5.64502076212222,1.21199107210872,-4.65764219888236,3.19851487095479e-06,0.00039140614174646,0.0651153657428976
"7764","375323","LHFPL4","ENSG00000156959",97.3819203001698,5.84704648804479,1.25708085135619,4.65128912093184,3.29866477248472e-06,0.000400626556916885,0.0671509187734714
"12772","6404","SELPLG","ENSG00000110876",464.243716522049,-5.9505452590508,1.28293751994273,-4.6382190609847,3.51424205620425e-06,0.000423623521894532,0.0715359112960937
"10070","53358","SHC3","ENSG00000148082",161.059364044533,5.8994613756728,1.27517005083076,4.62641149063168,3.72055754997206e-06,0.000445171600775545,0.0757319489296812
"6294","284680","SPATA46","ENSG00000171722",41.3607987542667,9.2877194859357,2.01148330059298,4.61734854234071,3.88674160375404e-06,0.000461566300847921,0.0791107386028097
"16953","90342","FER1L5","ENSG00000249715",113.922252112061,6.87976533605411,1.49046262979248,4.61585899474178,3.91472687526559e-06,0.000461566300847921,0.0796764360922806
"16102","84504","NKX6-2","ENSG00000148826",43.248227003149,7.44608292685363,1.61632297518465,4.60680386356756,4.08905359526296e-06,0.000478626686407845,0.0832204187707918
"3334","163688","CALML6","ENSG00000169885",71.8440005113246,11.3020678253337,2.45690128057369,4.6001310328165,4.22225263696269e-06,0.000488702648519464,0.0859270634148276
"7603","3620","IDO1","ENSG00000131203",32.4853914093411,10.1298558684045,2.2023956985284,4.59947132805112,4.23564482094502e-06,0.000488702648519464,0.0861953721062312
"10231","54456","MOV10L1","ENSG00000073146",101.713078908231,5.81410960463622,1.26530957649362,4.59500956338929,4.32729421844542e-06,0.000493195870054382,0.0880561100511458
"17088","9112","MTA1","ENSG00000182979",1465.42994929553,4.88658758625466,1.06354851692095,4.59460711806704,4.33565365862207e-06,0.000493195870054382,0.0882218806456418
"12133","58191","CXCL16","ENSG00000161921",111.697541672177,-7.48899040682399,1.63199431413079,-4.58885814857305,4.45677140650038e-06,0.000503428171532872,0.0906819278080632
"4284","2243","FGA","ENSG00000171560",57.8058878683078,10.9822238199599,2.39702618736963,4.58160360442755,4.61423906132943e-06,0.000513710688410809,0.0938813079418085
"13818","6943","TCF21","ENSG00000118526",43.9538729618095,7.72652398695317,1.68650635674342,4.58137851426353,4.61920913595895e-06,0.000513710688410809,0.0939778098710849
"15781","83715","ESPN","ENSG00000187017",88.3067651906979,6.76269514623225,1.47669931954885,4.57960199256971,4.65861575113046e-06,0.000513710688410809,0.0947748788409982
"8681","4308","TRPM1","ENSG00000134160",41.08522587156,9.27776523898753,2.0265536105291,4.57810007629911,4.69218211501338e-06,0.000513710688410809,0.0954530607657171
"8682","4308","TRPM1","ENSG00000274965",41.08522587156,9.27776523898753,2.0265536105291,4.57810007629911,4.69218211501338e-06,0.000513710688410809,0.0954530607657171
"13912","7080","NKX2-1","ENSG00000136352",25.2647675996582,9.84042238979562,2.14976143914455,4.57744855341316,4.70681494984212e-06,0.000513710688410809,0.0957460297096884
"2307","128853","DUSP15","ENSG00000149599",92.8660797273558,5.33566557324869,1.17196620382743,4.55274696132309,5.29499462971026e-06,0.000574027169487985,0.107705485762936
"6523","2897","GRIK1","ENSG00000171189",64.0545215519912,6.02600680340697,1.32420953125708,4.55064448727117,5.34818464121191e-06,0.000575928176729973,0.10878207560225
"17321","9254","CACNA2D2","ENSG00000007402",116.898425049984,5.46089251314044,1.20094804455385,4.54715134256215,5.43768973078609e-06,0.000581688756433031,0.110597171434458
"7019","313","AOAH","ENSG00000136250",104.485884017746,-8.56316417693944,1.88419129400193,-4.54474246017331,5.50024623688719e-06,0.000584509720160781,0.111864007965812
"13691","6862","TBXT","ENSG00000164458",53.7162634323867,10.874559409217,2.39933663566081,4.53231916171781,5.83396142178887e-06,0.00061592143036703,0.11864527343492
"4291","2253","FGF8","ENSG00000107831",72.5786658408153,8.01703968775165,1.77117465639726,4.52639702064113,5.99978151349785e-06,0.000629314745373576,0.122011556858492
"12293","59340","HRH4","ENSG00000134489",36.6908178842757,10.3089553143422,2.28094737770881,4.51959366318105,6.19584323848437e-06,0.000645686811814439,0.12599247225458
"9909","51733","UPB1","ENSG00000100024",123.7930384073,6.96725146355974,1.54635773044918,4.50558840711192,6.61892744117632e-06,0.000685355993316161,0.134589270588879
